date,sport,venue,zone,ticketed,inOKC,sessionType,startsAt,endsAt,startsAtUtc,endsAtUtc,durationMinutes,sessionNumber,totalSessions,sportSessionNumber,totalSportSessions,eventNumber,totalEvents,sportEventNumber,totalSportEvents,sex,eventType,description,eventOrder,eventTotalInSession
2028-07-28,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-28T18:00:00-07:00,2028-07-28T19:30:00-07:00,2028-07-29T01:00:00+00:00,2028-07-29T02:30:00+00:00,90,792,845,4,7,1688,1856,14,25,Men,Semifinal,Men's 65kg Semifinal,3,3
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T12:00:00-07:00,2028-07-29T13:30:00-07:00,2028-07-29T19:00:00+00:00,2028-07-29T20:30:00+00:00,90,821,845,5,7,1774,1856,15,25,Women,Semifinal,Women's 57kg Semifinal,1,3
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T12:00:00-07:00,2028-07-29T13:30:00-07:00,2028-07-29T19:00:00+00:00,2028-07-29T20:30:00+00:00,90,821,845,5,7,1775,1856,16,25,Women,Final,Women's 65kg Final,2,3
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T12:00:00-07:00,2028-07-29T13:30:00-07:00,2028-07-29T19:00:00+00:00,2028-07-29T20:30:00+00:00,90,821,845,5,7,1776,1856,17,25,Men,Final,Men's 90kg Final,3,3
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T18:00:00-07:00,2028-07-29T20:00:00-07:00,2028-07-30T01:00:00+00:00,2028-07-30T03:00:00+00:00,120,830,845,6,7,1789,1856,18,25,Women,Final,Women's 54kg Final,1,4
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T18:00:00-07:00,2028-07-29T20:00:00-07:00,2028-07-30T01:00:00+00:00,2028-07-30T03:00:00+00:00,120,830,845,6,7,1790,1856,19,25,Women,Final,Women's 60kg Final,2,4
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T18:00:00-07:00,2028-07-29T20:00:00-07:00,2028-07-30T01:00:00+00:00,2028-07-30T03:00:00+00:00,120,830,845,6,7,1791,1856,20,25,Men,Final,Men's 60kg Final,3,4
2028-07-29,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-29T18:00:00-07:00,2028-07-29T20:00:00-07:00,2028-07-30T01:00:00+00:00,2028-07-30T03:00:00+00:00,120,830,845,6,7,1792,1856,21,25,Men,Final,Men's 80kg Final,4,4
2028-07-30,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-30T12:00:00-07:00,2028-07-30T14:00:00-07:00,2028-07-30T19:00:00+00:00,2028-07-30T21:00:00+00:00,120,843,845,7,7,1847,1856,22,25,Women,Final,Women's 57kg Final,1,4
2028-07-30,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-30T12:00:00-07:00,2028-07-30T14:00:00-07:00,2028-07-30T19:00:00+00:00,2028-07-30T21:00:00+00:00,120,843,845,7,7,1848,1856,23,25,Women,Final,Women's 75kg Final,2,4
2028-07-30,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-30T12:00:00-07:00,2028-07-30T14:00:00-07:00,2028-07-30T19:00:00+00:00,2028-07-30T21:00:00+00:00,120,843,845,7,7,1849,1856,24,25,Men,Final,Men's 65kg Final,3,4
2028-07-30,Boxing - Final Stages,DTLA Arena,DTLA,True,False,Final,2028-07-30T12:00:00-07:00,2028-07-30T14:00:00-07:00,2028-07-30T19:00:00+00:00,2028-07-30T21:00:00+00:00,120,843,845,7,7,1850,1856,25,25,Men,Final,Men's 70kg Final,4,4
2028-07-14,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-14T09:00:00-05:00,2028-07-14T12:10:00-05:00,2028-07-14T14:00:00+00:00,2028-07-14T17:10:00+00:00,190,47,845,1,9,48,1856,1,24,Men,Preliminary,Men's Kayak Single Heats - 1st and 2nd Run,1,2
2028-07-14,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-14T09:00:00-05:00,2028-07-14T12:10:00-05:00,2028-07-14T14:00:00+00:00,2028-07-14T17:10:00+00:00,190,47,845,1,9,49,1856,2,24,Women,Preliminary,Women's Kayak Single Heats - 1st and 2nd Run,2,2
2028-07-15,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-15T10:00:00-05:00,2028-07-15T13:10:00-05:00,2028-07-15T15:00:00+00:00,2028-07-15T18:10:00+00:00,190,57,845,2,9,64,1856,3,24,Women,Semifinal,Women's Kayak Single Semifinal,1,2
2028-07-15,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-15T10:00:00-05:00,2028-07-15T13:10:00-05:00,2028-07-15T15:00:00+00:00,2028-07-15T18:10:00+00:00,190,57,845,2,9,65,1856,4,24,Women,Final,Women's Kayak Single Final,2,2
2028-07-16,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-16T09:00:00-05:00,2028-07-16T12:10:00-05:00,2028-07-16T14:00:00+00:00,2028-07-16T17:10:00+00:00,190,115,845,3,9,193,1856,5,24,Men,Semifinal,Men's Kayak Single Semifinal,1,2
2028-07-16,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-16T09:00:00-05:00,2028-07-16T12:10:00-05:00,2028-07-16T14:00:00+00:00,2028-07-16T17:10:00+00:00,190,115,845,3,9,194,1856,6,24,Men,Final,Men's Kayak Single Final,2,2
2028-07-17,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-17T09:00:00-05:00,2028-07-17T11:35:00-05:00,2028-07-17T14:00:00+00:00,2028-07-17T16:35:00+00:00,155,172,845,4,9,325,1856,7,24,Men,Preliminary,Men's Canoe Single Heats - 1st and 2nd Run,1,2
2028-07-17,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-17T09:00:00-05:00,2028-07-17T11:35:00-05:00,2028-07-17T14:00:00+00:00,2028-07-17T16:35:00+00:00,155,172,845,4,9,326,1856,8,24,Women,Preliminary,Women's Canoe Single Heats - 1st and 2nd Run,2,2
2028-07-18,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-18T09:00:00-05:00,2028-07-18T12:10:00-05:00,2028-07-18T14:00:00+00:00,2028-07-18T17:10:00+00:00,190,235,845,5,9,463,1856,9,24,Women,Semifinal,Women's Canoe Single Semifinal,1,2
2028-07-18,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-18T09:00:00-05:00,2028-07-18T12:10:00-05:00,2028-07-18T14:00:00+00:00,2028-07-18T17:10:00+00:00,190,235,845,5,9,464,1856,10,24,Women,Final,Women's Canoe Single Final,2,2
2028-07-19,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-19T09:00:00-05:00,2028-07-19T12:10:00-05:00,2028-07-19T14:00:00+00:00,2028-07-19T17:10:00+00:00,190,300,845,6,9,602,1856,11,24,Men,Semifinal,Men's Canoe Single Semifinal,1,2
2028-07-19,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-19T09:00:00-05:00,2028-07-19T12:10:00-05:00,2028-07-19T14:00:00+00:00,2028-07-19T17:10:00+00:00,190,300,845,6,9,603,1856,12,24,Men,Final,Men's Canoe Single Final,2,2
2028-07-20,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-20T09:00:00-05:00,2028-07-20T12:05:00-05:00,2028-07-20T14:00:00+00:00,2028-07-20T17:05:00+00:00,185,357,845,7,9,716,1856,13,24,Women,N/A,Women's Kayak Cross Round 1,1,4
2028-07-20,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-20T09:00:00-05:00,2028-07-20T12:05:00-05:00,2028-07-20T14:00:00+00:00,2028-07-20T17:05:00+00:00,185,357,845,7,9,717,1856,14,24,Men,N/A,Men's Kayak Cross Round 1,2,4
2028-07-20,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-20T09:00:00-05:00,2028-07-20T12:05:00-05:00,2028-07-20T14:00:00+00:00,2028-07-20T17:05:00+00:00,185,357,845,7,9,718,1856,15,24,Women,Repechage,Women's Kayak Cross Repechage,3,4
2028-07-20,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-20T09:00:00-05:00,2028-07-20T12:05:00-05:00,2028-07-20T14:00:00+00:00,2028-07-20T17:05:00+00:00,185,357,845,7,9,719,1856,16,24,Men,Repechage,Men's Kayak Cross Repechage,4,4
2028-07-21,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-21T09:00:00-05:00,2028-07-21T11:00:00-05:00,2028-07-21T14:00:00+00:00,2028-07-21T16:00:00+00:00,120,416,845,8,9,828,1856,17,24,Men,Preliminary,Men's Kayak Cross Heats,1,2
2028-07-21,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-21T09:00:00-05:00,2028-07-21T11:00:00-05:00,2028-07-21T14:00:00+00:00,2028-07-21T16:00:00+00:00,120,416,845,8,9,829,1856,18,24,Women,Preliminary,Women's Kayak Cross Heats,2,2
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,942,1856,19,24,Women,Quarterfinal,Women's Kayak Cross Quarterfinal,1,6
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,943,1856,20,24,Men,Quarterfinal,Men's Kayak Cross Quarterfinal,2,6
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,944,1856,21,24,Women,Semifinal,Women's Kayak Cross Semifinal,3,6
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,945,1856,22,24,Men,Semifinal,Men's Kayak Cross Semifinal,4,6
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,946,1856,23,24,Women,Final,Women's Kayak Cross Final,5,6
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,947,1856,24,24,Men,Final,Men's Kayak Cross Final,6,6
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1259,1856,1,49,Men,Preliminary,Men's Kayak Double 500m Heats,1,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1260,1856,2,49,Women,Preliminary,Women's Kayak Double 500m Heats,2,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1261,1856,3,49,Men,Preliminary,Men's Canoe Single 1000m Heats,3,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1262,1856,4,49,Women,Preliminary,Women's Canoe Single 200m Heats,4,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1263,1856,5,49,Men,Quarterfinal,Men's Kayak Double 500m Quarterfinal,5,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1264,1856,6,49,Women,Quarterfinal,Women's Kayak Double 500m Quarterfinal,6,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1265,1856,7,49,Men,Quarterfinal,Men's Canoe Single 1000m Quarterfinal,7,8
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,1266,1856,8,49,Women,Quarterfinal,Women's Canoe Single 200m Quarterfinal,8,8
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1373,1856,9,49,Men,Semifinal,Men's Kayak Double 500m Semifinal,1,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1374,1856,10,49,Women,Semifinal,Women's Kayak Double 500m Semifinal,2,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1375,1856,11,49,Men,Semifinal,Men's Canoe Single 1000m Semifinal,3,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1376,1856,12,49,Men,Final,Men's Kayak Double 500m Final B,4,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1377,1856,13,49,Women,Final,Women's Kayak Double 500m Final B,5,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1378,1856,14,49,Men,Final,Men's Kayak Double 500m Final A,6,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1379,1856,15,49,Women,Final,Women's Kayak Double 500m Final A,7,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1380,1856,16,49,Men,Final,Men's Canoe Single 1000m Final B,8,9
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,1381,1856,17,49,Men,Final,Men's Canoe Single 1000m Final A,9,9
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1483,1856,18,49,Men,Preliminary,Men's Kayak Four 500m Heats,1,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1484,1856,19,49,Women,Preliminary,Women's Kayak Four 500m Heats,2,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1485,1856,20,49,Women,Preliminary,Women's Canoe Double 500m Heats,3,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1486,1856,21,49,Men,Preliminary,Men's Canoe Double 500m Heats,4,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1487,1856,22,49,Men,Preliminary,Men's Kayak Single 1000m Heats,5,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1488,1856,23,49,Women,Preliminary,Women's Kayak Single 500m Heats,6,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1489,1856,24,49,Men,Quarterfinal,Men's Kayak Four 500m Quarterfinal,7,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1490,1856,25,49,Men,Quarterfinal,Men's Canoe Double 500m Quarterfinal,8,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1491,1856,26,49,Women,Quarterfinal,Women's Canoe Double 500m Quarterfinal,9,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1492,1856,27,49,Women,Quarterfinal,Women's Kayak Four 500m Quarterfinal,10,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1493,1856,28,49,Men,Quarterfinal,Men's Kayak Single 1000m Quarterfinal,11,12
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,1494,1856,29,49,Women,Quarterfinal,Women's Kayak Single 500m Quarterfinal,12,12
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1612,1856,30,49,Women,Semifinal,Women's Kayak Single 500m Semifinal,1,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1613,1856,31,49,Women,Semifinal,Women's Canoe Double 500m Semifinal,2,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1614,1856,32,49,Men,Semifinal,Men's Kayak Single 1000m Semifinal,3,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1615,1856,33,49,Women,Final,Women's Kayak Single 500m Final C,4,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1616,1856,34,49,Women,Final,Women's Kayak Single 500m Final B,5,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1617,1856,35,49,Women,Final,Women's Canoe Double 500m Final B,6,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1618,1856,36,49,Women,Final,Women's Kayak Single 500m Final A,7,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1619,1856,37,49,Women,Final,Women's Canoe Double 500m Final A,8,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1620,1856,38,49,Men,Final,Men's Kayak Single 1000m Final B,9,10
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,1621,1856,39,49,Men,Final,Men's Kayak Single 1000m Final A,10,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1728,1856,40,49,Women,Semifinal,Women's Canoe Single 200m Semifinal,1,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1729,1856,41,49,Men,Semifinal,Men's Canoe Double 500m Semifinal,2,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1730,1856,42,49,Women,Semifinal,Women's Kayak Four 500m Semifinal,3,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1731,1856,43,49,Men,Semifinal,Men's Kayak Four 500m Semifinal,4,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1732,1856,44,49,Women,Final,Women's Canoe Single 200m Final B,5,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1733,1856,45,49,Men,Final,Men's Canoe Double 500m Final B,6,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1734,1856,46,49,Women,Final,Women's Canoe Single 200m Final A,7,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1735,1856,47,49,Men,Final,Men's Canoe Double 500m Final A,8,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1736,1856,48,49,Women,Final,Women's Kayak Four 500m Final A,9,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,1737,1856,49,49,Men,Final,Men's Kayak Four 500m Final A,10,10
2028-07-12,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-12T09:00:00-07:00,2028-07-12T12:30:00-07:00,2028-07-12T16:00:00+00:00,2028-07-12T19:30:00+00:00,210,7,845,1,28,7,1856,1,28,Women,Preliminary,Women's Preliminary Round 1,1,1
2028-07-12,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-12T18:00:00-07:00,2028-07-12T21:30:00-07:00,2028-07-13T01:00:00+00:00,2028-07-13T04:30:00+00:00,210,18,845,2,28,18,1856,2,28,Women,Preliminary,Women's Preliminary Round 1,1,1
2028-07-13,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-13T09:00:00-07:00,2028-07-13T12:30:00-07:00,2028-07-13T16:00:00+00:00,2028-07-13T19:30:00+00:00,210,30,845,3,28,30,1856,3,28,Women,Preliminary,Women's Preliminary Round 1,1,1
2028-07-13,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-13T18:00:00-07:00,2028-07-13T21:30:00-07:00,2028-07-14T01:00:00+00:00,2028-07-14T04:30:00+00:00,210,42,845,4,28,43,1856,4,28,Women,Preliminary,Women's Preliminary Round 1,1,1
