date,sport,venue,zone,ticketed,inOKC,sessionType,startsAt,endsAt,startsAtUtc,endsAtUtc,durationMinutes,sessionNumber,totalSessions,sportSessionNumber,totalSportSessions,numEventsInSession
2028-07-19,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-19T09:00:00-05:00,2028-07-19T12:10:00-05:00,2028-07-19T14:00:00+00:00,2028-07-19T17:10:00+00:00,190,300,845,6,9,2
2028-07-20,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-20T09:00:00-05:00,2028-07-20T12:05:00-05:00,2028-07-20T14:00:00+00:00,2028-07-20T17:05:00+00:00,185,357,845,7,9,4
2028-07-21,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Preliminary,2028-07-21T09:00:00-05:00,2028-07-21T11:00:00-05:00,2028-07-21T14:00:00+00:00,2028-07-21T16:00:00+00:00,120,416,845,8,9,2
2028-07-22,Canoe Slalom,OKC Whitewater Center,OKC,True,True,Final,2028-07-22T09:00:00-05:00,2028-07-22T11:20:00-05:00,2028-07-22T14:00:00+00:00,2028-07-22T16:20:00+00:00,140,472,845,9,9,6
2028-07-25,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,623,845,1,5,8
2028-07-26,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T12:40:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:40:00+00:00,220,675,845,2,5,9
2028-07-27,Canoe Sprint,Marine Stadium,Long Beach,True,False,Quarterfinal,2028-07-27T09:00:00-07:00,2028-07-27T13:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T20:30:00+00:00,270,718,845,3,5,12
2028-07-28,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-28T09:00:00-07:00,2028-07-28T12:40:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:40:00+00:00,220,763,845,4,5,10
2028-07-29,Canoe Sprint,Marine Stadium,Long Beach,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T12:55:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T19:55:00+00:00,235,807,845,5,5,10
2028-07-12,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-12T09:00:00-07:00,2028-07-12T12:30:00-07:00,2028-07-12T16:00:00+00:00,2028-07-12T19:30:00+00:00,210,7,845,1,28,1
2028-07-12,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-12T18:00:00-07:00,2028-07-12T21:30:00-07:00,2028-07-13T01:00:00+00:00,2028-07-13T04:30:00+00:00,210,18,845,2,28,1
2028-07-13,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-13T09:00:00-07:00,2028-07-13T12:30:00-07:00,2028-07-13T16:00:00+00:00,2028-07-13T19:30:00+00:00,210,30,845,3,28,1
2028-07-13,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-13T18:00:00-07:00,2028-07-13T21:30:00-07:00,2028-07-14T01:00:00+00:00,2028-07-14T04:30:00+00:00,210,42,845,4,28,1
2028-07-15,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-15T09:00:00-07:00,2028-07-15T12:30:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T19:30:00+00:00,210,60,845,5,28,1
2028-07-15,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-15T18:00:00-07:00,2028-07-15T21:30:00-07:00,2028-07-16T01:00:00+00:00,2028-07-16T04:30:00+00:00,210,92,845,6,28,1
2028-07-16,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-16T18:00:00-07:00,2028-07-16T21:30:00-07:00,2028-07-17T01:00:00+00:00,2028-07-17T04:30:00+00:00,210,157,845,7,28,1
2028-07-17,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-17T09:00:00-07:00,2028-07-17T12:30:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T19:30:00+00:00,210,178,845,8,28,1
2028-07-17,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-17T18:00:00-07:00,2028-07-17T21:30:00-07:00,2028-07-18T01:00:00+00:00,2028-07-18T04:30:00+00:00,210,215,845,9,28,1
2028-07-18,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-18T09:00:00-07:00,2028-07-18T12:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T19:30:00+00:00,210,239,845,10,28,1
2028-07-18,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-18T18:00:00-07:00,2028-07-18T21:30:00-07:00,2028-07-19T01:00:00+00:00,2028-07-19T04:30:00+00:00,210,278,845,11,28,1
2028-07-19,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-19T09:00:00-07:00,2028-07-19T12:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T19:30:00+00:00,210,304,845,12,28,1
2028-07-20,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Bronze,2028-07-20T09:00:00-07:00,2028-07-20T12:30:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T19:30:00+00:00,210,361,845,13,28,1
2028-07-20,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Final,2028-07-20T18:00:00-07:00,2028-07-20T22:00:00-07:00,2028-07-21T01:00:00+00:00,2028-07-21T05:00:00+00:00,240,399,845,14,28,1
2028-07-22,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-22T09:00:00-07:00,2028-07-22T12:30:00-07:00,2028-07-22T16:00:00+00:00,2028-07-22T19:30:00+00:00,210,476,845,15,28,1
2028-07-22,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-22T18:00:00-07:00,2028-07-22T21:30:00-07:00,2028-07-23T01:00:00+00:00,2028-07-23T04:30:00+00:00,210,510,845,16,28,1
2028-07-23,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-23T09:00:00-07:00,2028-07-23T12:30:00-07:00,2028-07-23T16:00:00+00:00,2028-07-23T19:30:00+00:00,210,527,845,17,28,1
2028-07-23,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-23T18:00:00-07:00,2028-07-23T21:30:00-07:00,2028-07-24T01:00:00+00:00,2028-07-24T04:30:00+00:00,210,558,845,18,28,1
2028-07-24,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-24T09:00:00-07:00,2028-07-24T12:30:00-07:00,2028-07-24T16:00:00+00:00,2028-07-24T19:30:00+00:00,210,576,845,19,28,1
2028-07-24,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-24T18:00:00-07:00,2028-07-24T21:30:00-07:00,2028-07-25T01:00:00+00:00,2028-07-25T04:30:00+00:00,210,609,845,20,28,1
2028-07-25,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-25T09:00:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:30:00+00:00,210,624,845,21,28,1
2028-07-25,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-25T18:00:00-07:00,2028-07-25T21:30:00-07:00,2028-07-26T01:00:00+00:00,2028-07-26T04:30:00+00:00,210,660,845,22,28,1
2028-07-26,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-26T09:00:00-07:00,2028-07-26T12:30:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T19:30:00+00:00,210,676,845,23,28,1
2028-07-26,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-26T18:00:00-07:00,2028-07-26T21:30:00-07:00,2028-07-27T01:00:00+00:00,2028-07-27T04:30:00+00:00,210,703,845,24,28,1
2028-07-27,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-27T09:00:00-07:00,2028-07-27T12:30:00-07:00,2028-07-27T16:00:00+00:00,2028-07-27T19:30:00+00:00,210,719,845,25,28,1
2028-07-27,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Preliminary,2028-07-27T18:00:00-07:00,2028-07-27T21:30:00-07:00,2028-07-28T01:00:00+00:00,2028-07-28T04:30:00+00:00,210,749,845,26,28,1
2028-07-28,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Bronze,2028-07-28T09:00:00-07:00,2028-07-28T12:30:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T19:30:00+00:00,210,764,845,27,28,1
2028-07-29,Cricket,Fairgrounds Cricket Stadium,Pomona,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T13:00:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T20:00:00+00:00,240,808,845,28,28,1
2028-07-28,BMX Freestyle,Valley Complex 1,Valley,True,False,Preliminary,2028-07-28T10:30:00-07:00,2028-07-28T13:30:00-07:00,2028-07-28T17:30:00+00:00,2028-07-28T20:30:00+00:00,180,772,845,1,2,2
2028-07-29,BMX Freestyle,Valley Complex 1,Valley,True,False,Final,2028-07-29T10:30:00-07:00,2028-07-29T13:50:00-07:00,2028-07-29T17:30:00+00:00,2028-07-29T20:50:00+00:00,200,815,845,2,2,2
2028-07-15,BMX Racing,Valley Complex 4,Valley,True,False,Quarterfinal,2028-07-15T10:30:00-07:00,2028-07-15T12:50:00-07:00,2028-07-15T17:30:00+00:00,2028-07-15T19:50:00+00:00,140,70,845,1,2,4
2028-07-16,BMX Racing,Valley Complex 4,Valley,True,False,Final,2028-07-16T10:30:00-07:00,2028-07-16T13:00:00-07:00,2028-07-16T17:30:00+00:00,2028-07-16T20:00:00+00:00,150,133,845,2,2,4
2028-07-17,Mountain Bike,Industry Hills MTB Course,City of Industry,True,False,Final,2028-07-17T11:00:00-07:00,2028-07-17T13:30:00-07:00,2028-07-17T18:00:00+00:00,2028-07-17T20:30:00+00:00,150,192,845,1,2,1
2028-07-18,Mountain Bike,Industry Hills MTB Course,City of Industry,True,False,Final,2028-07-18T11:00:00-07:00,2028-07-18T13:30:00-07:00,2028-07-18T18:00:00+00:00,2028-07-18T20:30:00+00:00,150,252,845,2,2,1
2028-07-19,Cycling Road (Time Trial),TBD,TBD,True,False,Final,2028-07-19T10:30:00-07:00,2028-07-19T14:35:00-07:00,2028-07-19T17:30:00+00:00,2028-07-19T21:35:00+00:00,245,315,845,1,1,2
2028-07-22,Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice,True,False,Final,2028-07-22T11:30:00-07:00,2028-07-22T16:15:00-07:00,2028-07-22T18:30:00+00:00,2028-07-22T23:15:00+00:00,285,494,845,1,2,1
2028-07-23,Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice,True,False,Final,2028-07-23T09:00:00-07:00,2028-07-23T16:15:00-07:00,2028-07-23T16:00:00+00:00,2028-07-23T23:15:00+00:00,435,528,845,2,2,1
2028-07-25,Cycling Track,Carson Velodrome,Carson,True,False,Preliminary,2028-07-25T09:00:00-07:00,2028-07-25T10:00:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T17:00:00+00:00,60,625,845,1,9,2
2028-07-25,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-25T12:00:00-07:00,2028-07-25T15:00:00-07:00,2028-07-25T19:00:00+00:00,2028-07-25T22:00:00+00:00,180,643,845,2,9,5
2028-07-26,Cycling Track,Carson Velodrome,Carson,True,False,Preliminary,2028-07-26T08:45:00-07:00,2028-07-26T12:15:00-07:00,2028-07-26T15:45:00+00:00,2028-07-26T19:15:00+00:00,210,674,845,3,9,5
2028-07-26,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-26T13:45:00-07:00,2028-07-26T16:45:00-07:00,2028-07-26T20:45:00+00:00,2028-07-26T23:45:00+00:00,180,693,845,4,9,6
2028-07-27,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-27T11:00:00-07:00,2028-07-27T16:05:00-07:00,2028-07-27T18:00:00+00:00,2028-07-27T23:05:00+00:00,305,729,845,5,9,15
2028-07-28,Cycling Track,Carson Velodrome,Carson,True,False,Semifinal,2028-07-28T09:00:00-07:00,2028-07-28T11:20:00-07:00,2028-07-28T16:00:00+00:00,2028-07-28T18:20:00+00:00,140,765,845,6,9,6
2028-07-28,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-28T13:00:00-07:00,2028-07-28T15:15:00-07:00,2028-07-28T20:00:00+00:00,2028-07-28T22:15:00+00:00,135,780,845,7,9,6
2028-07-29,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-29T11:00:00-07:00,2028-07-29T14:35:00-07:00,2028-07-29T18:00:00+00:00,2028-07-29T21:35:00+00:00,215,818,845,8,9,9
2028-07-30,Cycling Track,Carson Velodrome,Carson,True,False,Final,2028-07-30T08:45:00-07:00,2028-07-30T12:35:00-07:00,2028-07-30T15:45:00+00:00,2028-07-30T19:35:00+00:00,230,840,845,9,9,14
2028-07-16,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Preliminary,2028-07-16T10:00:00-07:00,2028-07-16T12:30:00-07:00,2028-07-16T17:00:00+00:00,2028-07-16T19:30:00+00:00,150,128,845,1,16,1
2028-07-17,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Semifinal,2028-07-17T10:00:00-07:00,2028-07-17T12:00:00-07:00,2028-07-17T17:00:00+00:00,2028-07-17T19:00:00+00:00,120,186,845,2,16,1
2028-07-17,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-17T15:30:00-07:00,2028-07-17T16:45:00-07:00,2028-07-17T22:30:00+00:00,2028-07-17T23:45:00+00:00,75,206,845,3,16,1
2028-07-18,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Preliminary,2028-07-18T10:00:00-07:00,2028-07-18T12:30:00-07:00,2028-07-18T17:00:00+00:00,2028-07-18T19:30:00+00:00,150,247,845,4,16,1
2028-07-18,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Semifinal,2028-07-18T15:30:00-07:00,2028-07-18T17:30:00-07:00,2028-07-18T22:30:00+00:00,2028-07-19T00:30:00+00:00,120,267,845,5,16,1
2028-07-19,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-19T15:30:00-07:00,2028-07-19T16:45:00-07:00,2028-07-19T22:30:00+00:00,2028-07-19T23:45:00+00:00,75,333,845,6,16,1
2028-07-20,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Preliminary,2028-07-20T10:00:00-07:00,2028-07-20T12:30:00-07:00,2028-07-20T17:00:00+00:00,2028-07-20T19:30:00+00:00,150,371,845,7,16,1
2028-07-20,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Semifinal,2028-07-20T15:30:00-07:00,2028-07-20T17:30:00-07:00,2028-07-20T22:30:00+00:00,2028-07-21T00:30:00+00:00,120,390,845,8,16,1
2028-07-21,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Preliminary,2028-07-21T10:00:00-07:00,2028-07-21T12:30:00-07:00,2028-07-21T17:00:00+00:00,2028-07-21T19:30:00+00:00,150,427,845,9,16,1
2028-07-21,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-21T16:00:00-07:00,2028-07-21T17:15:00-07:00,2028-07-21T23:00:00+00:00,2028-07-22T00:15:00+00:00,75,446,845,10,16,1
2028-07-22,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Semifinal,2028-07-22T10:00:00-07:00,2028-07-22T12:00:00-07:00,2028-07-22T17:00:00+00:00,2028-07-22T19:00:00+00:00,120,487,845,11,16,1
2028-07-22,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-22T15:30:00-07:00,2028-07-22T16:45:00-07:00,2028-07-22T22:30:00+00:00,2028-07-22T23:45:00+00:00,75,504,845,12,16,1
2028-07-25,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-25T11:30:00-07:00,2028-07-25T12:30:00-07:00,2028-07-25T18:30:00+00:00,2028-07-25T19:30:00+00:00,60,642,845,13,16,1
2028-07-26,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-26T14:00:00-07:00,2028-07-26T15:00:00-07:00,2028-07-26T21:00:00+00:00,2028-07-26T22:00:00+00:00,60,695,845,14,16,1
2028-07-27,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-27T14:00:00-07:00,2028-07-27T15:00:00-07:00,2028-07-27T21:00:00+00:00,2028-07-27T22:00:00+00:00,60,739,845,15,16,1
2028-07-28,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-28T16:00:00-07:00,2028-07-28T17:00:00-07:00,2028-07-28T23:00:00+00:00,2028-07-29T00:00:00+00:00,60,789,845,16,16,1
2028-07-15,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-15T09:00:00-07:00,2028-07-15T11:30:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T18:30:00+00:00,150,61,845,1,16,1
2028-07-15,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-15T16:30:00-07:00,2028-07-15T19:00:00-07:00,2028-07-15T23:30:00+00:00,2028-07-16T02:00:00+00:00,150,87,845,2,16,1
2028-07-16,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-16T09:00:00-07:00,2028-07-16T11:30:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T18:30:00+00:00,150,121,845,3,16,1
2028-07-17,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-17T08:00:00-07:00,2028-07-17T11:30:00-07:00,2028-07-17T15:00:00+00:00,2028-07-17T18:30:00+00:00,210,175,845,4,16,1
2028-07-18,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-18T16:30:00-07:00,2028-07-18T22:00:00-07:00,2028-07-18T23:30:00+00:00,2028-07-19T05:00:00+00:00,330,270,845,5,16,2
2028-07-20,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-20T09:00:00-07:00,2028-07-20T11:45:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T18:45:00+00:00,165,362,845,6,16,1
2028-07-20,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-20T16:15:00-07:00,2028-07-20T19:00:00-07:00,2028-07-20T23:15:00+00:00,2028-07-21T02:00:00+00:00,165,392,845,7,16,1
2028-07-21,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-21T09:00:00-07:00,2028-07-21T11:45:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T18:45:00+00:00,165,419,845,8,16,1
2028-07-21,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-21T16:15:00-07:00,2028-07-21T19:00:00-07:00,2028-07-21T23:15:00+00:00,2028-07-22T02:00:00+00:00,165,449,845,9,16,1
2028-07-22,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-22T09:00:00-07:00,2028-07-22T11:45:00-07:00,2028-07-22T16:00:00+00:00,2028-07-22T18:45:00+00:00,165,477,845,10,16,1
2028-07-22,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-22T16:15:00-07:00,2028-07-22T19:00:00-07:00,2028-07-22T23:15:00+00:00,2028-07-23T02:00:00+00:00,165,506,845,11,16,1
2028-07-24,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-24T08:30:00-07:00,2028-07-24T12:00:00-07:00,2028-07-24T15:30:00+00:00,2028-07-24T19:00:00+00:00,210,573,845,12,16,1
2028-07-25,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-25T09:00:00-07:00,2028-07-25T12:00:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:00:00+00:00,180,626,845,13,16,1
2028-07-26,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T11:10:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T18:10:00+00:00,130,677,845,14,16,1
2028-07-28,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-28T08:00:00-07:00,2028-07-28T12:00:00-07:00,2028-07-28T15:00:00+00:00,2028-07-28T19:00:00+00:00,240,762,845,15,16,1
2028-07-29,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T11:00:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T18:00:00+00:00,120,809,845,16,16,1
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,6
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-18T17:30:00-07:00,2028-07-18T19:40:00-07:00,2028-07-19T00:30:00+00:00,2028-07-19T02:40:00+00:00,130,274,845,8,18,2
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-19T17:30:00-07:00,2028-07-19T19:40:00-07:00,2028-07-20T00:30:00+00:00,2028-07-20T02:40:00+00:00,130,340,845,10,18,2
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-20T18:30:00-07:00,2028-07-20T21:40:00-07:00,2028-07-21T01:30:00+00:00,2028-07-21T04:40:00+00:00,190,400,845,12,18,2
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-21T18:30:00-07:00,2028-07-21T21:20:00-07:00,2028-07-22T01:30:00+00:00,2028-07-22T04:20:00+00:00,170,456,845,14,18,2
2028-07-22,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-22T09:00:00-07:00,2028-07-22T14:30:00-07:00,2028-07-22T16:00:00+00:00,2028-07-22T21:30:00+00:00,330,478,845,15,18,5
2028-07-22,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-22T18:30:00-07:00,2028-07-22T21:20:00-07:00,2028-07-23T01:30:00+00:00,2028-07-23T04:20:00+00:00,170,513,845,16,18,2
2028-07-23,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-23T09:00:00-07:00,2028-07-23T16:10:00-07:00,2028-07-23T16:00:00+00:00,2028-07-23T23:10:00+00:00,430,529,845,17,18,5
2028-07-23,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-23T18:30:00-07:00,2028-07-23T21:40:00-07:00,2028-07-24T01:30:00+00:00,2028-07-24T04:40:00+00:00,190,560,845,18,18,2
2028-07-15,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-15T14:00:00-07:00,2028-07-15T17:15:00-07:00,2028-07-15T21:00:00+00:00,2028-07-16T00:15:00+00:00,195,81,845,1,14,1
2028-07-15,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-15T19:00:00-07:00,2028-07-15T22:15:00-07:00,2028-07-16T02:00:00+00:00,2028-07-16T05:15:00+00:00,195,97,845,2,14,1
2028-07-16,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-16T14:00:00-07:00,2028-07-16T17:15:00-07:00,2028-07-16T21:00:00+00:00,2028-07-17T00:15:00+00:00,195,143,845,3,14,1
2028-07-16,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-16T19:00:00-07:00,2028-07-16T22:15:00-07:00,2028-07-17T02:00:00+00:00,2028-07-17T05:15:00+00:00,195,162,845,4,14,1
2028-07-17,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-17T14:00:00-07:00,2028-07-17T17:15:00-07:00,2028-07-17T21:00:00+00:00,2028-07-18T00:15:00+00:00,195,201,845,5,14,1
2028-07-17,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-17T19:00:00-07:00,2028-07-17T22:15:00-07:00,2028-07-18T02:00:00+00:00,2028-07-18T05:15:00+00:00,195,220,845,6,14,1
2028-07-18,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-18T14:00:00-07:00,2028-07-18T17:15:00-07:00,2028-07-18T21:00:00+00:00,2028-07-19T00:15:00+00:00,195,262,845,7,14,1
2028-07-18,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-18T19:00:00-07:00,2028-07-18T22:15:00-07:00,2028-07-19T02:00:00+00:00,2028-07-19T05:15:00+00:00,195,282,845,8,14,1
2028-07-19,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-19T14:00:00-07:00,2028-07-19T17:15:00-07:00,2028-07-19T21:00:00+00:00,2028-07-20T00:15:00+00:00,195,329,845,9,14,1
2028-07-19,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Preliminary,2028-07-19T19:00:00-07:00,2028-07-19T22:15:00-07:00,2028-07-20T02:00:00+00:00,2028-07-20T05:15:00+00:00,195,348,845,10,14,1
2028-07-20,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Semifinal,2028-07-20T14:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T21:00:00+00:00,2028-07-20T23:10:00+00:00,130,385,845,11,14,1
