date,sport,venue,zone,ticketed,inOKC,sessionType,startsAt,endsAt,startsAtUtc,endsAtUtc,durationMinutes,sessionNumber,totalSessions,sportSessionNumber,totalSportSessions,numEventsInSession
2028-07-21,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Semifinal,2028-07-21T13:30:00-07:00,2028-07-21T15:40:00-07:00,2028-07-21T20:30:00+00:00,2028-07-21T22:40:00+00:00,130,440,845,12,14,1
2028-07-21,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Final,2028-07-21T17:30:00-07:00,2028-07-21T20:40:00-07:00,2028-07-22T00:30:00+00:00,2028-07-22T03:40:00+00:00,190,454,845,13,14,2
2028-07-22,Flag Football,Exposition Park Stadium,Exposition Park,True,False,Final,2028-07-22T12:30:00-07:00,2028-07-22T15:40:00-07:00,2028-07-22T19:30:00+00:00,2028-07-22T22:40:00+00:00,190,497,845,14,14,2
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,1,845,1,50,1
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,2,845,2,50,1
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,3,845,3,50,1
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,4,845,4,50,1
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,5,845,5,50,1
2028-07-12,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-12T00:00:00-07:00,2028-07-12T23:59:00-07:00,2028-07-12T07:00:00+00:00,2028-07-13T06:59:00+00:00,1439,6,845,6,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,22,845,7,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,23,845,8,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,24,845,9,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,25,845,10,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,26,845,11,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,27,845,12,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,28,845,13,50,1
2028-07-13,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-13T00:00:00-07:00,2028-07-13T23:59:00-07:00,2028-07-13T07:00:00+00:00,2028-07-14T06:59:00+00:00,1439,29,845,14,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,48,845,15,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,49,845,16,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,50,845,17,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,51,845,18,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,52,845,19,50,1
2028-07-15,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-15T00:00:00-07:00,2028-07-15T23:59:00-07:00,2028-07-15T07:00:00+00:00,2028-07-16T06:59:00+00:00,1439,53,845,20,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,107,845,21,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,108,845,22,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,109,845,23,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,110,845,24,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,111,845,25,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,112,845,26,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,113,845,27,50,1
2028-07-16,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-16T00:00:00-07:00,2028-07-16T23:59:00-07:00,2028-07-16T07:00:00+00:00,2028-07-17T06:59:00+00:00,1439,114,845,28,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,229,845,29,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,230,845,30,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,231,845,31,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,232,845,32,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,233,845,33,50,1
2028-07-18,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-18T00:00:00-07:00,2028-07-18T23:59:00-07:00,2028-07-18T07:00:00+00:00,2028-07-19T06:59:00+00:00,1439,234,845,34,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,292,845,35,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,293,845,36,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,294,845,37,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,295,845,38,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,296,845,39,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,297,845,40,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,298,845,41,50,1
2028-07-19,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Preliminary,2028-07-19T00:00:00-07:00,2028-07-19T23:59:00-07:00,2028-07-19T07:00:00+00:00,2028-07-20T06:59:00+00:00,1439,299,845,42,50,1
2028-07-21,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-21T00:00:00-07:00,2028-07-21T23:59:00-07:00,2028-07-21T07:00:00+00:00,2028-07-22T06:59:00+00:00,1439,412,845,43,50,1
2028-07-21,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-21T00:00:00-07:00,2028-07-21T23:59:00-07:00,2028-07-21T07:00:00+00:00,2028-07-22T06:59:00+00:00,1439,413,845,44,50,1
2028-07-21,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-21T00:00:00-07:00,2028-07-21T23:59:00-07:00,2028-07-21T07:00:00+00:00,2028-07-22T06:59:00+00:00,1439,414,845,45,50,1
2028-07-21,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-21T00:00:00-07:00,2028-07-21T23:59:00-07:00,2028-07-21T07:00:00+00:00,2028-07-22T06:59:00+00:00,1439,415,845,46,50,1
2028-07-22,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-22T00:00:00-07:00,2028-07-22T23:59:00-07:00,2028-07-22T07:00:00+00:00,2028-07-23T06:59:00+00:00,1439,468,845,47,50,1
2028-07-22,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-22T00:00:00-07:00,2028-07-22T23:59:00-07:00,2028-07-22T07:00:00+00:00,2028-07-23T06:59:00+00:00,1439,469,845,48,50,1
2028-07-22,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-22T00:00:00-07:00,2028-07-22T23:59:00-07:00,2028-07-22T07:00:00+00:00,2028-07-23T06:59:00+00:00,1439,470,845,49,50,1
2028-07-22,Football (Soccer) - Preliminary Stages,TBD,TBD,True,False,Quarterfinal,2028-07-22T00:00:00-07:00,2028-07-22T23:59:00-07:00,2028-07-22T07:00:00+00:00,2028-07-23T06:59:00+00:00,1439,471,845,50,50,1
2028-07-24,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Semifinal,2028-07-24T13:00:00-07:00,2028-07-24T16:00:00-07:00,2028-07-24T20:00:00+00:00,2028-07-24T23:00:00+00:00,180,595,845,1,8,1
2028-07-24,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Semifinal,2028-07-24T20:30:00-07:00,2028-07-24T23:30:00-07:00,2028-07-25T03:30:00+00:00,2028-07-25T06:30:00+00:00,180,618,845,2,8,1
2028-07-25,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Semifinal,2028-07-25T17:30:00-07:00,2028-07-25T20:30:00-07:00,2028-07-26T00:30:00+00:00,2028-07-26T03:30:00+00:00,180,658,845,3,8,1
2028-07-25,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Semifinal,2028-07-25T20:30:00-07:00,2028-07-25T23:30:00-07:00,2028-07-26T03:30:00+00:00,2028-07-26T06:30:00+00:00,180,670,845,4,8,1
2028-07-27,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Bronze,2028-07-27T18:00:00-07:00,2028-07-27T21:00:00-07:00,2028-07-28T01:00:00+00:00,2028-07-28T04:00:00+00:00,180,750,845,5,8,1
2028-07-28,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Bronze,2028-07-28T13:00:00-07:00,2028-07-28T16:00:00-07:00,2028-07-28T20:00:00+00:00,2028-07-28T23:00:00+00:00,180,781,845,6,8,1
2028-07-28,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Final,2028-07-28T18:00:00-07:00,2028-07-28T21:00:00-07:00,2028-07-29T01:00:00+00:00,2028-07-29T04:00:00+00:00,180,793,845,7,8,1
2028-07-29,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,True,False,Final,2028-07-29T12:30:00-07:00,2028-07-29T15:30:00-07:00,2028-07-29T19:30:00+00:00,2028-07-29T22:30:00+00:00,180,822,845,8,8,1
2028-07-19,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-19T09:00:00-07:00,2028-07-19T18:00:00-07:00,2028-07-19T16:00:00+00:00,2028-07-20T01:00:00+00:00,540,306,845,1,10,1
2028-07-20,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-20T09:00:00-07:00,2028-07-20T18:00:00-07:00,2028-07-20T16:00:00+00:00,2028-07-21T01:00:00+00:00,540,364,845,2,10,1
2028-07-21,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-21T09:00:00-07:00,2028-07-21T18:00:00-07:00,2028-07-21T16:00:00+00:00,2028-07-22T01:00:00+00:00,540,421,845,3,10,1
2028-07-22,Golf,Riviera Country Club,Riviera,True,False,Final,2028-07-22T09:00:00-07:00,2028-07-22T18:30:00-07:00,2028-07-22T16:00:00+00:00,2028-07-23T01:30:00+00:00,570,479,845,4,10,1
2028-07-23,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-23T10:00:00-07:00,2028-07-23T16:55:00-07:00,2028-07-23T17:00:00+00:00,2028-07-23T23:55:00+00:00,415,536,845,5,10,1
2028-07-24,Golf,Riviera Country Club,Riviera,True,False,Final,2028-07-24T08:00:00-07:00,2028-07-24T14:00:00-07:00,2028-07-24T15:00:00+00:00,2028-07-24T21:00:00+00:00,360,572,845,6,10,1
2028-07-26,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-26T09:00:00-07:00,2028-07-26T18:00:00-07:00,2028-07-26T16:00:00+00:00,2028-07-27T01:00:00+00:00,540,678,845,7,10,1
2028-07-27,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-27T09:00:00-07:00,2028-07-27T18:00:00-07:00,2028-07-27T16:00:00+00:00,2028-07-28T01:00:00+00:00,540,720,845,8,10,1
2028-07-28,Golf,Riviera Country Club,Riviera,True,False,Preliminary,2028-07-28T09:00:00-07:00,2028-07-28T18:00:00-07:00,2028-07-28T16:00:00+00:00,2028-07-29T01:00:00+00:00,540,766,845,9,10,1
2028-07-29,Golf,Riviera Country Club,Riviera,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T18:30:00-07:00,2028-07-29T16:00:00+00:00,2028-07-30T01:30:00+00:00,570,810,845,10,10,1
2028-07-12,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-12T09:00:00-07:00,2028-07-12T12:30:00-07:00,2028-07-12T16:00:00+00:00,2028-07-12T19:30:00+00:00,210,8,845,1,46,1
2028-07-12,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-12T14:00:00-07:00,2028-07-12T17:30:00-07:00,2028-07-12T21:00:00+00:00,2028-07-13T00:30:00+00:00,210,13,845,2,46,1
2028-07-12,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-12T19:00:00-07:00,2028-07-12T22:30:00-07:00,2028-07-13T02:00:00+00:00,2028-07-13T05:30:00+00:00,210,19,845,3,46,1
2028-07-13,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-13T09:00:00-07:00,2028-07-13T12:30:00-07:00,2028-07-13T16:00:00+00:00,2028-07-13T19:30:00+00:00,210,31,845,4,46,1
2028-07-13,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-13T14:00:00-07:00,2028-07-13T17:30:00-07:00,2028-07-13T21:00:00+00:00,2028-07-14T00:30:00+00:00,210,37,845,5,46,1
2028-07-13,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-13T19:00:00-07:00,2028-07-13T22:30:00-07:00,2028-07-14T02:00:00+00:00,2028-07-14T05:30:00+00:00,210,44,845,6,46,1
2028-07-15,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-15T09:00:00-07:00,2028-07-15T12:30:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T19:30:00+00:00,210,63,845,7,46,1
2028-07-15,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-15T14:00:00-07:00,2028-07-15T17:30:00-07:00,2028-07-15T21:00:00+00:00,2028-07-16T00:30:00+00:00,210,82,845,8,46,1
2028-07-15,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-15T19:00:00-07:00,2028-07-15T22:30:00-07:00,2028-07-16T02:00:00+00:00,2028-07-16T05:30:00+00:00,210,98,845,9,46,1
2028-07-16,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-16T09:00:00-07:00,2028-07-16T12:30:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T19:30:00+00:00,210,123,845,10,46,1
2028-07-16,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-16T14:00:00-07:00,2028-07-16T17:30:00-07:00,2028-07-16T21:00:00+00:00,2028-07-17T00:30:00+00:00,210,144,845,11,46,1
2028-07-16,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-16T19:00:00-07:00,2028-07-16T22:30:00-07:00,2028-07-17T02:00:00+00:00,2028-07-17T05:30:00+00:00,210,163,845,12,46,1
2028-07-17,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-17T09:00:00-07:00,2028-07-17T12:30:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T19:30:00+00:00,210,180,845,13,46,1
2028-07-17,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-17T14:00:00-07:00,2028-07-17T17:30:00-07:00,2028-07-17T21:00:00+00:00,2028-07-18T00:30:00+00:00,210,202,845,14,46,1
2028-07-17,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-17T19:00:00-07:00,2028-07-17T22:30:00-07:00,2028-07-18T02:00:00+00:00,2028-07-18T05:30:00+00:00,210,221,845,15,46,1
2028-07-18,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-18T09:00:00-07:00,2028-07-18T12:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T19:30:00+00:00,210,241,845,16,46,1
2028-07-18,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-18T14:00:00-07:00,2028-07-18T17:30:00-07:00,2028-07-18T21:00:00+00:00,2028-07-19T00:30:00+00:00,210,263,845,17,46,1
2028-07-18,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-18T19:00:00-07:00,2028-07-18T22:30:00-07:00,2028-07-19T02:00:00+00:00,2028-07-19T05:30:00+00:00,210,283,845,18,46,1
2028-07-19,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-19T09:00:00-07:00,2028-07-19T12:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T19:30:00+00:00,210,307,845,19,46,1
2028-07-19,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-19T14:00:00-07:00,2028-07-19T17:30:00-07:00,2028-07-19T21:00:00+00:00,2028-07-20T00:30:00+00:00,210,330,845,20,46,1
2028-07-19,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-19T19:00:00-07:00,2028-07-19T22:30:00-07:00,2028-07-20T02:00:00+00:00,2028-07-20T05:30:00+00:00,210,349,845,21,46,1
2028-07-20,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-20T09:00:00-07:00,2028-07-20T12:30:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T19:30:00+00:00,210,365,845,22,46,1
2028-07-20,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-20T14:00:00-07:00,2028-07-20T17:30:00-07:00,2028-07-20T21:00:00+00:00,2028-07-21T00:30:00+00:00,210,386,845,23,46,1
2028-07-20,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-20T19:00:00-07:00,2028-07-20T22:30:00-07:00,2028-07-21T02:00:00+00:00,2028-07-21T05:30:00+00:00,210,403,845,24,46,1
2028-07-21,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-21T09:00:00-07:00,2028-07-21T12:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T19:30:00+00:00,210,422,845,25,46,1
2028-07-21,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-21T14:00:00-07:00,2028-07-21T17:30:00-07:00,2028-07-21T21:00:00+00:00,2028-07-22T00:30:00+00:00,210,443,845,26,46,1
2028-07-21,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-21T19:00:00-07:00,2028-07-21T22:30:00-07:00,2028-07-22T02:00:00+00:00,2028-07-22T05:30:00+00:00,210,459,845,27,46,1
2028-07-22,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-22T09:00:00-07:00,2028-07-22T12:30:00-07:00,2028-07-22T16:00:00+00:00,2028-07-22T19:30:00+00:00,210,480,845,28,46,1
2028-07-22,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-22T14:00:00-07:00,2028-07-22T17:30:00-07:00,2028-07-22T21:00:00+00:00,2028-07-23T00:30:00+00:00,210,500,845,29,46,1
2028-07-22,Handball,Long Beach Arena,Long Beach,True,False,Preliminary,2028-07-22T19:00:00-07:00,2028-07-22T22:30:00-07:00,2028-07-23T02:00:00+00:00,2028-07-23T05:30:00+00:00,210,517,845,30,46,1
2028-07-23,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-23T09:00:00-07:00,2028-07-23T11:00:00-07:00,2028-07-23T16:00:00+00:00,2028-07-23T18:00:00+00:00,120,530,845,31,46,1
2028-07-23,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-23T12:30:00-07:00,2028-07-23T14:30:00-07:00,2028-07-23T19:30:00+00:00,2028-07-23T21:30:00+00:00,120,544,845,32,46,1
2028-07-23,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-23T16:00:00-07:00,2028-07-23T18:00:00-07:00,2028-07-23T23:00:00+00:00,2028-07-24T01:00:00+00:00,120,553,845,33,46,1
2028-07-23,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-23T19:30:00-07:00,2028-07-23T21:30:00-07:00,2028-07-24T02:30:00+00:00,2028-07-24T04:30:00+00:00,120,563,845,34,46,1
2028-07-24,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-24T09:00:00-07:00,2028-07-24T11:00:00-07:00,2028-07-24T16:00:00+00:00,2028-07-24T18:00:00+00:00,120,577,845,35,46,1
2028-07-24,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-24T12:30:00-07:00,2028-07-24T14:30:00-07:00,2028-07-24T19:30:00+00:00,2028-07-24T21:30:00+00:00,120,592,845,36,46,1
2028-07-24,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-24T16:00:00-07:00,2028-07-24T18:00:00-07:00,2028-07-24T23:00:00+00:00,2028-07-25T01:00:00+00:00,120,602,845,37,46,1
2028-07-24,Handball,Long Beach Arena,Long Beach,True,False,Quarterfinal,2028-07-24T19:30:00-07:00,2028-07-24T21:30:00-07:00,2028-07-25T02:30:00+00:00,2028-07-25T04:30:00+00:00,120,615,845,38,46,1
2028-07-25,Handball,Long Beach Arena,Long Beach,True,False,Semifinal,2028-07-25T09:30:00-07:00,2028-07-25T11:30:00-07:00,2028-07-25T16:30:00+00:00,2028-07-25T18:30:00+00:00,120,631,845,39,46,1
2028-07-25,Handball,Long Beach Arena,Long Beach,True,False,Semifinal,2028-07-25T13:00:00-07:00,2028-07-25T15:00:00-07:00,2028-07-25T20:00:00+00:00,2028-07-25T22:00:00+00:00,120,647,845,40,46,1
2028-07-26,Handball,Long Beach Arena,Long Beach,True,False,Semifinal,2028-07-26T09:30:00-07:00,2028-07-26T11:30:00-07:00,2028-07-26T16:30:00+00:00,2028-07-26T18:30:00+00:00,120,683,845,41,46,1
2028-07-26,Handball,Long Beach Arena,Long Beach,True,False,Semifinal,2028-07-26T13:00:00-07:00,2028-07-26T15:00:00-07:00,2028-07-26T20:00:00+00:00,2028-07-26T22:00:00+00:00,120,692,845,42,46,1
2028-07-27,Handball,Long Beach Arena,Long Beach,True,False,Bronze,2028-07-27T09:30:00-07:00,2028-07-27T11:30:00-07:00,2028-07-27T16:30:00+00:00,2028-07-27T18:30:00+00:00,120,725,845,43,46,1
2028-07-27,Handball,Long Beach Arena,Long Beach,True,False,Final,2028-07-27T13:00:00-07:00,2028-07-27T15:30:00-07:00,2028-07-27T20:00:00+00:00,2028-07-27T22:30:00+00:00,150,737,845,44,46,1
