code,day,sport,venue,zone,type,starts_at,ends_at,timezone,duration_minutes,ticketed,in_okc,num_events
SWA03,13,Artistic Swimming,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-27T11:00:00,2028-07-27T12:30:00,America/Los_Angeles,90,True,False,1
CTR05,13,Cycling Track,Carson Velodrome,Carson,Final,2028-07-27T11:00:00,2028-07-27T16:05:00,America/Los_Angeles,305,True,False,15
TEN38,13,Tennis,Carson Center Court,Carson,Final,2028-07-27T11:00:00,2028-07-27T16:30:00,America/Los_Angeles,330,True,False,4
VVO47,13,Volleyball,Honda Center,Anaheim,Semifinal,2028-07-27T11:00:00,2028-07-27T13:30:00,America/Los_Angeles,150,True,False,1
WRE07,13,Wrestling,LA Convention Center Hall 2,DTLA,Quarterfinal,2028-07-27T11:00:00,2028-07-27T13:30:00,America/Los_Angeles,150,True,False,9
BOX18,13,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-27T12:00:00,2028-07-27T14:00:00,America/Los_Angeles,120,True,False,4
LAC07,13,Lacrosse,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-27T12:00:00,2028-07-27T15:00:00,America/Los_Angeles,180,True,False,1
GRY01,13,Rhythmic Gymnastics,Galen Center,Exposition Park,Preliminary,2028-07-27T12:30:00,2028-07-27T15:45:00,America/Los_Angeles,195,True,False,1
VBV36,13,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Semifinal,2028-07-27T13:00:00,2028-07-27T15:00:00,America/Los_Angeles,120,True,False,2
HBL44,13,Handball,Long Beach Arena,Long Beach,Final,2028-07-27T13:00:00,2028-07-27T15:30:00,America/Los_Angeles,150,True,False,1
DIV15,13,Diving,Rose Bowl Aquatics Center,Pasadena,Final,2028-07-27T14:00:00,2028-07-27T15:00:00,America/Los_Angeles,60,True,False,1
SAL10,13,"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles,Final,2028-07-27T14:00:00,2028-07-27T20:00:00,America/Los_Angeles,360,True,False,4
WLF05,13,Weightlifting,Peacock Theater,DTLA,Final,2028-07-27T14:10:00,2028-07-27T19:00:00,America/Los_Angeles,290,True,False,2
TKW05,13,Taekwondo,LA Convention Center Hall 1,DTLA,Semifinal,2028-07-27T15:00:00,2028-07-27T18:00:00,America/Los_Angeles,180,True,False,4
BSB26,13,Softball,OKC Softball Park,OKC,Preliminary,2028-07-27T16:00:00,2028-07-27T18:30:00,America/Chicago,150,True,True,1
BKB38,13,Basketball,Inglewood Dome,Inglewood,Semifinal,2028-07-27T16:00:00,2028-07-27T18:00:00,America/Los_Angeles,120,True,False,1
VVO48,13,Volleyball,Honda Center,Anaheim,Semifinal,2028-07-27T16:00:00,2028-07-27T18:30:00,America/Los_Angeles,150,True,False,1
TTE33,13,Table Tennis,LA Convention Center Hall 3,DTLA,Quarterfinal,2028-07-27T17:00:00,2028-07-27T22:00:00,America/Los_Angeles,300,True,False,1
GRY02,13,Rhythmic Gymnastics,Galen Center,Exposition Park,Preliminary,2028-07-27T17:30:00,2028-07-27T20:45:00,America/Los_Angeles,195,True,False,1
BOX19,13,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-27T18:00:00,2028-07-27T20:00:00,America/Los_Angeles,120,True,False,4
CKT26,13,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-27T18:00:00,2028-07-27T21:30:00,America/Los_Angeles,210,True,False,1
FBL55,13,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,Bronze,2028-07-27T18:00:00,2028-07-27T21:00:00,America/Los_Angeles,180,True,False,1
SWM12,13,Swimming,2028 Stadium,Inglewood,Final,2028-07-27T18:00:00,2028-07-27T20:00:00,America/Los_Angeles,120,True,False,8
TEN39,13,Tennis,Carson Center Court,Carson,Final,2028-07-27T18:30:00,2028-07-27T00:00:00,America/Los_Angeles,-1110,True,False,4
LAC08,13,Lacrosse,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-27T19:00:00,2028-07-27T22:00:00,America/Los_Angeles,180,True,False,1
WRE08,13,Wrestling,LA Convention Center Hall 2,DTLA,Final,2028-07-27T19:00:00,2028-07-27T22:45:00,America/Los_Angeles,225,True,False,9
HOC30,13,Hockey,Carson Field,Carson,Semifinal,2028-07-27T19:30:00,2028-07-27T21:30:00,America/Los_Angeles,120,True,False,1
TKW06,13,Taekwondo,LA Convention Center Hall 1,DTLA,Final,2028-07-27T19:30:00,2028-07-27T23:00:00,America/Los_Angeles,210,True,False,6
BSB27,13,Softball,OKC Softball Park,OKC,Preliminary,2028-07-27T20:00:00,2028-07-27T22:30:00,America/Chicago,150,True,True,1
VBV37,13,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Semifinal,2028-07-27T20:00:00,2028-07-27T22:00:00,America/Los_Angeles,120,True,False,2
SKB08,13,Skateboarding (Park),Valley Complex 2,Valley,Final,2028-07-27T20:00:00,2028-07-27T21:15:00,America/Los_Angeles,75,True,False,1
ARC15,13,Archery,Carson Stadium,Carson,Final,2028-07-27T20:30:00,2028-07-27T22:50:00,America/Los_Angeles,140,True,False,4
WLF06,13,Weightlifting,Peacock Theater,DTLA,Final,2028-07-27T20:50:00,2028-07-27T23:00:00,America/Los_Angeles,130,True,False,1
BKB39,13,Basketball,Inglewood Dome,Inglewood,Semifinal,2028-07-27T21:30:00,2028-07-27T23:30:00,America/Los_Angeles,120,True,False,1
EQU15,14,Equestrian,Santa Anita Park,Arcadia,Preliminary,2028-07-28T08:00:00,2028-07-28T12:00:00,America/Los_Angeles,240,True,False,1
CSP04,14,Canoe Sprint,Marine Stadium,Long Beach,Final,2028-07-28T09:00:00,2028-07-28T12:40:00,America/Los_Angeles,220,True,False,10
CKT27,14,Cricket,Fairgrounds Cricket Stadium,Pomona,Bronze,2028-07-28T09:00:00,2028-07-28T12:30:00,America/Los_Angeles,210,True,False,1
CTR06,14,Cycling Track,Carson Velodrome,Carson,Semifinal,2028-07-28T09:00:00,2028-07-28T11:20:00,America/Los_Angeles,140,True,False,6
GLF09,14,Golf,Riviera Country Club,Riviera,Preliminary,2028-07-28T09:00:00,2028-07-28T18:00:00,America/Los_Angeles,540,True,False,1
CLB08,14,Sport Climbing,Long Beach Climbing Theater,Long Beach,Final,2028-07-28T09:00:00,2028-07-28T10:55:00,America/Los_Angeles,115,True,False,1
TKW07,14,Taekwondo,LA Convention Center Hall 1,DTLA,Preliminary,2028-07-28T09:00:00,2028-07-28T13:00:00,America/Los_Angeles,240,True,False,4
ARC16,14,Archery,Carson Stadium,Carson,Preliminary,2028-07-28T09:30:00,2028-07-28T11:15:00,America/Los_Angeles,105,True,False,1
HBL45,14,Handball,Long Beach Arena,Long Beach,Bronze,2028-07-28T09:30:00,2028-07-28T11:30:00,America/Los_Angeles,120,True,False,1
SWM13,14,Swimming,2028 Stadium,Inglewood,Preliminary,2028-07-28T09:30:00,2028-07-28T11:30:00,America/Los_Angeles,120,True,False,5
BMF01,14,BMX Freestyle,Valley Complex 1,Valley,Preliminary,2028-07-28T10:30:00,2028-07-28T13:30:00,America/Los_Angeles,180,True,False,2
HOC31,14,Hockey,Carson Field,Carson,Bronze,2028-07-28T10:30:00,2028-07-28T12:30:00,America/Los_Angeles,120,True,False,1
SWA04,14,Artistic Swimming,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-28T11:00:00,2028-07-28T12:30:00,America/Los_Angeles,90,True,False,1
TEN40,14,Tennis,Carson Center Court,Carson,Final,2028-07-28T11:00:00,2028-07-28T16:30:00,America/Los_Angeles,330,True,False,4
WRE09,14,Wrestling,LA Convention Center Hall 2,DTLA,Quarterfinal,2028-07-28T11:00:00,2028-07-28T13:30:00,America/Los_Angeles,150,True,False,9
BOX20,14,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-28T12:00:00,2028-07-28T13:30:00,America/Los_Angeles,90,True,False,3
LAC09,14,Lacrosse,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-28T12:00:00,2028-07-28T15:00:00,America/Los_Angeles,180,True,False,1
TTE34,14,Table Tennis,LA Convention Center Hall 3,DTLA,Semifinal,2028-07-28T12:30:00,2028-07-28T15:00:00,America/Los_Angeles,150,True,False,1
CTR07,14,Cycling Track,Carson Velodrome,Carson,Final,2028-07-28T13:00:00,2028-07-28T15:15:00,America/Los_Angeles,135,True,False,6
FBL56,14,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,Bronze,2028-07-28T13:00:00,2028-07-28T16:00:00,America/Los_Angeles,180,True,False,1
HBL46,14,Handball,Long Beach Arena,Long Beach,Final,2028-07-28T13:00:00,2028-07-28T15:30:00,America/Los_Angeles,150,True,False,1
GRY03,14,Rhythmic Gymnastics,Galen Center,Exposition Park,Preliminary,2028-07-28T13:00:00,2028-07-28T15:45:00,America/Los_Angeles,165,True,False,1
CLB09,14,Sport Climbing,Long Beach Climbing Theater,Long Beach,Final,2028-07-28T13:45:00,2028-07-28T15:00:00,America/Los_Angeles,75,True,False,1
SAL11,14,"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles,Final,2028-07-28T14:00:00,2028-07-28T17:00:00,America/Los_Angeles,180,True,False,2
TKW08,14,Taekwondo,LA Convention Center Hall 1,DTLA,Semifinal,2028-07-28T15:00:00,2028-07-28T18:00:00,America/Los_Angeles,180,True,False,4
VBV38,14,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Final,2028-07-28T15:30:00,2028-07-28T18:30:00,America/Los_Angeles,180,True,False,2
BKB40,14,Basketball,Inglewood Dome,Inglewood,Bronze,2028-07-28T16:00:00,2028-07-28T18:00:00,America/Los_Angeles,120,True,False,1
DIV16,14,Diving,Rose Bowl Aquatics Center,Pasadena,Final,2028-07-28T16:00:00,2028-07-28T17:00:00,America/Los_Angeles,60,True,False,1
WLF07,14,Weightlifting,Peacock Theater,DTLA,Final,2028-07-28T16:50:00,2028-07-28T19:00:00,America/Los_Angeles,130,True,False,1
BOX21,14,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-28T18:00:00,2028-07-28T19:30:00,America/Los_Angeles,90,True,False,3
FBL57,14,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,Final,2028-07-28T18:00:00,2028-07-28T21:00:00,America/Los_Angeles,180,True,False,1
GRY04,14,Rhythmic Gymnastics,Galen Center,Exposition Park,Final,2028-07-28T18:00:00,2028-07-28T20:45:00,America/Los_Angeles,165,True,False,1
SWM14,14,Swimming,2028 Stadium,Inglewood,Final,2028-07-28T18:00:00,2028-07-28T20:00:00,America/Los_Angeles,120,True,False,7
TEN41,14,Tennis,Carson Center Court,Carson,Final,2028-07-28T18:30:00,2028-07-28T00:00:00,America/Los_Angeles,-1110,True,False,4
BSB28,14,Softball,OKC Softball Park,OKC,Bronze,2028-07-28T19:00:00,2028-07-28T21:30:00,America/Chicago,150,True,True,1
LAC10,14,Lacrosse,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-28T19:00:00,2028-07-28T22:00:00,America/Los_Angeles,180,True,False,1
WRE10,14,Wrestling,LA Convention Center Hall 2,DTLA,Final,2028-07-28T19:00:00,2028-07-28T22:45:00,America/Los_Angeles,225,True,False,9
TKW09,14,Taekwondo,LA Convention Center Hall 1,DTLA,Final,2028-07-28T19:30:00,2028-07-28T23:00:00,America/Los_Angeles,210,True,False,6
TTE35,14,Table Tennis,LA Convention Center Hall 3,DTLA,Semifinal,2028-07-28T20:00:00,2028-07-28T22:30:00,America/Los_Angeles,150,True,False,1
ARC17,14,Archery,Carson Stadium,Carson,Final,2028-07-28T20:30:00,2028-07-28T22:50:00,America/Los_Angeles,140,True,False,4
VVO49,14,Volleyball,Honda Center,Anaheim,Bronze,2028-07-28T20:30:00,2028-07-28T23:00:00,America/Los_Angeles,150,True,False,1
WLF08,14,Weightlifting,Peacock Theater,DTLA,Final,2028-07-28T20:50:00,2028-07-28T23:00:00,America/Los_Angeles,130,True,False,1
HOC32,14,Hockey,Carson Field,Carson,Final,2028-07-28T21:00:00,2028-07-28T23:30:00,America/Los_Angeles,150,True,False,1
ATH19,15,Athletics (Marathon),Venice Beach Boardwalk - Start,Venice,Final,2028-07-29T07:15:00,2028-07-29T10:15:00,America/Los_Angeles,180,True,False,1
BSB29,15,Softball,OKC Softball Park,OKC,Final,2028-07-29T09:00:00,2028-07-29T11:45:00,America/Chicago,165,True,True,1
CSP05,15,Canoe Sprint,Marine Stadium,Long Beach,Final,2028-07-29T09:00:00,2028-07-29T12:55:00,America/Los_Angeles,235,True,False,10
CKT28,15,Cricket,Fairgrounds Cricket Stadium,Pomona,Final,2028-07-29T09:00:00,2028-07-29T13:00:00,America/Los_Angeles,240,True,False,1
EQU16,15,Equestrian,Santa Anita Park,Arcadia,Final,2028-07-29T09:00:00,2028-07-29T11:00:00,America/Los_Angeles,120,True,False,1
GLF10,15,Golf,Riviera Country Club,Riviera,Final,2028-07-29T09:00:00,2028-07-29T18:30:00,America/Los_Angeles,570,True,False,1
TKW10,15,Taekwondo,LA Convention Center Hall 1,DTLA,Preliminary,2028-07-29T09:00:00,2028-07-29T13:00:00,America/Los_Angeles,240,True,False,3
CLB10,15,Sport Climbing,Long Beach Climbing Theater,Long Beach,Final,2028-07-29T09:30:00,2028-07-29T10:45:00,America/Los_Angeles,75,True,False,1
SWM15,15,Swimming,2028 Stadium,Inglewood,Preliminary,2028-07-29T09:30:00,2028-07-29T11:30:00,America/Los_Angeles,120,True,False,5
VVO50,15,Volleyball,Honda Center,Anaheim,Final,2028-07-29T10:00:00,2028-07-29T13:15:00,America/Los_Angeles,195,True,False,1
BMF02,15,BMX Freestyle,Valley Complex 1,Valley,Final,2028-07-29T10:30:00,2028-07-29T13:50:00,America/Los_Angeles,200,True,False,2
HOC33,15,Hockey,Carson Field,Carson,Bronze,2028-07-29T10:30:00,2028-07-29T12:30:00,America/Los_Angeles,120,True,False,1
SWA05,15,Artistic Swimming,Long Beach Aquatics Center,Long Beach,Final,2028-07-29T10:45:00,2028-07-29T12:30:00,America/Los_Angeles,105,True,False,1
CTR08,15,Cycling Track,Carson Velodrome,Carson,Final,2028-07-29T11:00:00,2028-07-29T14:35:00,America/Los_Angeles,215,True,False,9
WRE11,15,Wrestling,LA Convention Center Hall 2,DTLA,Quarterfinal,2028-07-29T11:00:00,2028-07-29T13:30:00,America/Los_Angeles,150,True,False,9
BKB41,15,Basketball,Inglewood Dome,Inglewood,Bronze,2028-07-29T12:00:00,2028-07-29T14:00:00,America/Los_Angeles,120,True,False,1
BOX22,15,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-29T12:00:00,2028-07-29T13:30:00,America/Los_Angeles,90,True,False,3
FBL58,15,Football (Soccer) - Final Stages,Rose Bowl Stadium,Pasadena,Final,2028-07-29T12:30:00,2028-07-29T15:30:00,America/Los_Angeles,180,True,False,1
TTE36,15,Table Tennis,LA Convention Center Hall 3,DTLA,Bronze,2028-07-29T12:30:00,2028-07-29T15:00:00,America/Los_Angeles,150,True,False,1
GRY05,15,Rhythmic Gymnastics,Galen Center,Exposition Park,Final,2028-07-29T13:00:00,2028-07-29T14:45:00,America/Los_Angeles,105,True,False,1
LAC11,15,Lacrosse,Exposition Park Stadium,Exposition Park,Final,2028-07-29T13:30:00,2028-07-29T16:00:00,America/Los_Angeles,150,True,False,2
VVO51,15,Volleyball,Honda Center,Anaheim,Bronze,2028-07-29T14:45:00,2028-07-29T17:15:00,America/Los_Angeles,150,True,False,1
TKW11,15,Taekwondo,LA Convention Center Hall 1,DTLA,Semifinal,2028-07-29T15:00:00,2028-07-29T18:00:00,America/Los_Angeles,180,True,False,4
BKB42,15,Basketball,Inglewood Dome,Inglewood,Final,2028-07-29T16:00:00,2028-07-29T18:15:00,America/Los_Angeles,135,True,False,1
WLF09,15,Weightlifting,Peacock Theater,DTLA,Final,2028-07-29T16:50:00,2028-07-29T19:00:00,America/Los_Angeles,130,True,False,1
BOX23,15,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-29T18:00:00,2028-07-29T20:00:00,America/Los_Angeles,120,True,False,4
SWM16,15,Swimming,2028 Stadium,Inglewood,Final,2028-07-29T18:00:00,2028-07-29T20:00:00,America/Los_Angeles,120,True,False,7
VBV39,15,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Final,2028-07-29T19:00:00,2028-07-29T22:00:00,America/Los_Angeles,180,True,False,2
WRE12,15,Wrestling,LA Convention Center Hall 2,DTLA,Final,2028-07-29T19:00:00,2028-07-29T22:45:00,America/Los_Angeles,225,True,False,9
TKW12,15,Taekwondo,LA Convention Center Hall 1,DTLA,Final,2028-07-29T19:30:00,2028-07-29T23:00:00,America/Los_Angeles,210,True,False,6
TTE37,15,Table Tennis,LA Convention Center Hall 3,DTLA,Final,2028-07-29T20:00:00,2028-07-29T22:45:00,America/Los_Angeles,165,True,False,1
LAC12,15,Lacrosse,Exposition Park Stadium,Exposition Park,Final,2028-07-29T20:30:00,2028-07-29T23:00:00,America/Los_Angeles,150,True,False,2
WLF10,15,Weightlifting,Peacock Theater,DTLA,Final,2028-07-29T20:50:00,2028-07-29T23:00:00,America/Los_Angeles,130,True,False,1
HOC34,15,Hockey,Carson Field,Carson,Final,2028-07-29T21:00:00,2028-07-29T23:30:00,America/Los_Angeles,150,True,False,1
ATH20,16,Athletics (Marathon),Venice Beach Boardwalk - Start,Venice,Final,2028-07-30T07:15:00,2028-07-30T10:15:00,America/Los_Angeles,180,True,False,1
CTR09,16,Cycling Track,Carson Velodrome,Carson,Final,2028-07-30T08:45:00,2028-07-30T12:35:00,America/Los_Angeles,230,True,False,14
VVO52,16,Volleyball,Honda Center,Anaheim,Final,2028-07-30T10:00:00,2028-07-30T13:15:00,America/Los_Angeles,195,True,False,1
WRE13,16,Wrestling,LA Convention Center Hall 2,DTLA,Final,2028-07-30T11:00:00,2028-07-30T14:30:00,America/Los_Angeles,210,True,False,9
BOX24,16,Boxing - Final Stages,DTLA Arena,DTLA,Final,2028-07-30T12:00:00,2028-07-30T14:00:00,America/Los_Angeles,120,True,False,4
BKB43,16,Basketball,Inglewood Dome,Inglewood,Final,2028-07-30T12:45:00,2028-07-30T15:00:00,America/Los_Angeles,135,True,False,1
SWM17,16,Swimming,2028 Stadium,Inglewood,Final,2028-07-30T15:00:00,2028-07-30T16:30:00,America/Los_Angeles,90,True,False,5
